2,SYNONYMS,,AT,LEAST,28,WORDS,,DATE,>,1700
LOANWORDS,EXCLUDED

LDND,BAODI,LI_BA,LI_TO,BAHA_,BUYAN,CA_HA,CUN{T,ECUN_,GELAO,GELAO,GELAO,GREEN,HONGF,JINCH,JINXI,JUDU_,LACHI,LAHA{,LAKKJ,LANGJ,MULAO,NA_KH,NIUPO,PAHA{,PHO_B,PUBIA,TA_MI,WHITE,YERON,ZHENF,BLACK,DEHON,DEHON,DONGM,DONGY,FANGC,FUSUI,GUIGA,HAWYI,JINGH,JINGH,JINPI,KAM{T,KAM_Z,KHORA,LAIBI,LALIU,LALIU,LAMPA,LAO{T,LAOTI,LIANS,LINCH,LONGA,LONGZ,LU{TK,LUE_C,LUE_M,LUNG_,LUNG_,LUOCH,LVCHU,MAGUA,MAK{T,MANGS,MAONA,MENGL,MULAO,NINGM,NORTH,NUNG{,ONG_B,PO_AI,QINZH,SAEK{,SAEK_,SAEK_,SANDO,SHAN{,SHAN_,SHAN_,SHAN_,SHANG,SHANG,SHUIQ,SIAME,SIAME,SONGK,SOUTH,SUI{T,SUI_J,SUI_L,TAI_C,TAI_D,TAI_K,TAI_L,TAI_L,TAI_L,TAI_N,TAI_N,TAI_P,TAI_P,TAI_W,TAI_W,TAIYA,TAIYA,TAY{T,TEN{T,TEN_2,THAI{,THAI_,THAI_,TIANZ,WANGM,WHITE,WHITE,WHITE,WU_MI,WUDIN,WUMIN,WUMIN,XIANA,YANG{,YAY{T,YAY_2,YONGN,YUANJ,YUANY,ZHANG,ZHUAN,ZHUAN

BAODING_HLAI{TK.HLAI|Tai-K,.00
LI_BAODING{TK.HLAI|Tai-Kad,24.56,.00
LI_TONGSHI{TK.HLAI|Tai-Kad,40.76,24.07,.00
BAHA_BUYANG{TK.KADAI|Tai-K,93.12,90.20,93.65,.00
YUANYANG_TAI{TK.KAM-TAI|Ta,81.00,79.31,79.64,88.72,89.62,92.70,84.42,90.47,91.16,91.80,90.15,93.31,100.50,96.16,86.90,97.20,91.74,75.83,90.25,84.61,94.42,94.39,100.87,86.92,95.31,84.59,86.38,100.02,87.46,92.99,50.36,40.87,28.22,88.88,71.47,77.21,55.99,59.58,62.71,34.35,25.17,30.22,73.52,70.76,46.03,59.07,81.93,79.44,55.55,50.39,50.69,60.06,74.24,59.72,49.49,43.10,47.80,47.80,41.46,49.99,85.31,44.86,26.34,77.27,27.27,76.89,36.37,87.56,55.23,49.64,52.67,73.39,54.10,61.74,66.65,66.63,61.79,79.02,36.22,44.40,57.60,46.11,57.45,58.10,78.04,58.78,51.85,59.18,77.45,77.75,71.15,70.93,48.47,47.51,40.98,56.65,52.61,58.53,61.15,56.89,54.12,55.73,56.53,63.83,83.50,81.98,61.25,76.36,78.97,54.22,56.07,54.55,83.43,65.13,41.57,45.34,39.96,64.28,25.46,57.94,63.46,79.17,42.92,61.72,60.48,61.71,35.57,.00
ZHANGLU_DONG{TK.KAM-TAI|Ta,86.77,86.01,85.06,91.28,85.78,96.10,94.84,89.50,92.96,94.45,91.67,90.10,94.16,102.45,75.98,96.76,101.62,64.63,83.46,84.08,102.04,97.21,97.25,83.93,96.13,82.22,93.99,99.36,91.53,95.05,84.96,77.93,77.09,62.56,82.12,69.48,74.76,76.08,81.41,75.40,73.11,76.27,45.22,18.29,76.43,74.72,71.00,68.13,77.57,84.16,78.45,74.78,86.22,74.47,83.70,85.29,82.59,82.59,80.43,80.30,62.75,82.67,76.60,71.42,78.96,61.42,77.75,64.31,78.25,87.35,82.28,83.04,76.87,73.69,79.96,83.23,80.19,63.23,77.73,84.88,88.06,86.22,77.68,75.79,55.70,83.97,81.77,86.99,46.52,46.93,53.17,55.99,81.71,81.64,82.07,84.32,83.20,83.26,85.03,82.81,84.47,78.64,84.92,83.17,68.99,66.58,83.31,53.05,57.27,76.01,86.78,81.79,46.76,81.10,80.56,84.55,79.94,80.77,76.06,76.46,80.38,65.73,84.06,81.22,78.55,74.78,81.38,71.46,.00
ZHUANG_NORTHERN{TK.KAM-TAI,76.56,73.83,75.23,85.93,89.18,95.45,84.11,86.56,89.80,94.82,94.94,97.45,102.56,97.53,81.71,94.19,93.44,79.73,87.42,86.66,102.14,91.45,99.10,84.04,94.37,80.23,89.75,96.82,92.18,95.05,69.18,59.46,63.20,82.06,74.42,76.60,58.36,40.35,34.71,57.56,56.77,63.03,80.68,73.29,59.30,31.39,75.46,77.33,71.03,67.03,60.67,50.39,77.95,55.99,61.67,66.06,64.93,64.93,54.23,59.89,76.05,76.71,58.72,77.87,67.02,75.05,67.41,79.31,55.72,73.85,61.41,77.97,46.27,57.77,62.01,64.95,54.01,83.30,61.95,74.19,79.93,75.76,44.17,61.98,76.88,66.02,55.43,71.85,76.73,75.90,77.12,75.34,62.85,74.86,70.21,64.94,65.50,69.92,65.62,68.10,65.15,51.34,63.12,55.03,78.13,76.08,67.32,79.38,76.70,63.62,63.67,65.09,84.63,38.78,56.79,67.48,49.96,47.41,63.77,30.57,30.60,74.70,62.43,51.52,41.56,50.89,66.71,61.02,72.54,.00
ZHUANG_SOUTHERN{TK.KAM-TAI,80.44,77.73,77.95,85.94,87.94,97.47,83.34,86.81,90.40,92.45,93.42,95.38,100.69,96.21,88.00,96.21,94.91,77.69,89.62,86.11,98.45,94.58,96.64,88.46,98.03,86.33,88.42,100.03,88.49,97.15,59.84,52.58,48.97,90.05,71.73,78.14,47.81,51.75,56.76,44.28,44.18,53.33,78.34,74.63,51.41,53.88,80.25,79.59,61.82,56.86,56.05,61.18,71.99,58.83,22.32,59.45,55.96,55.96,27.98,45.32,83.91,66.14,49.81,76.99,49.94,77.49,56.64,85.66,42.71,56.62,39.69,77.13,55.43,59.84,65.91,67.23,59.68,83.72,50.07,57.88,68.10,56.37,53.68,48.85,80.26,59.50,49.60,62.83,80.86,81.60,74.62,72.96,57.33,58.91,55.20,47.29,45.04,56.86,55.35,58.50,43.62,62.92,59.32,63.51,81.43,80.46,57.72,78.96,80.47,55.82,57.51,60.32,88.43,57.63,52.48,59.75,43.27,57.67,51.87,52.95,57.15,79.44,53.02,64.56,58.12,59.84,51.93,44.38,77.35,53.38,.00

LDND,BAODI,LI_BA,LI_TO,BAHA_,BUYAN,CA_HA,CUN{T,ECUN_,GELAO,GELAO,GELAO,GREEN,HONGF,JINCH,JINXI,JUDU_,LACHI,LAHA{,LAKKJ,LANGJ,MULAO,NA_KH,NIUPO,PAHA{,PHO_B,PUBIA,TA_MI,WHITE,YERON,ZHENF,BLACK,DEHON,DEHON,DONGM,DONGY,FANGC,FUSUI,GUIGA,HAWYI,JINGH,JINGH,JINPI,KAM{T,KAM_Z,KHORA,LAIBI,LALIU,LALIU,LAMPA,LAO{T,LAOTI,LIANS,LINCH,LONGA,LONGZ,LU{TK,LUE_C,LUE_M,LUNG_,LUNG_,LUOCH,LVCHU,MAGUA,MAK{T,MANGS,MAONA,MENGL,MULAO,NINGM,NORTH,NUNG{,ONG_B,PO_AI,QINZH,SAEK{,SAEK_,SAEK_,SANDO,SHAN{,SHAN_,SHAN_,SHAN_,SHANG,SHANG,SHUIQ,SIAME,SIAME,SONGK,SOUTH,SUI{T,SUI_J,SUI_L,TAI_C,TAI_D,TAI_K,TAI_L,TAI_L,TAI_L,TAI_N,TAI_N,TAI_P,TAI_P,TAI_W,TAI_W,TAIYA,TAIYA,TAY{T,TEN{T,TEN_2,THAI{,THAI_,THAI_,TIANZ,WANGM,WHITE,WHITE,WHITE,WU_MI,WUDIN,WUMIN,WUMIN,XIANA,YANG{,YAY{T,YAY_2,YONGN,YUANJ,YUANY,ZHANG,ZHUAN,ZHUAN
Stop,-,Program,terminated.

2,SYNONYMS,,AT,LEAST,28,WORDS,,DATE,>,1700
LOANWORDS,EXCLUDED

LDND,BAODI,LI_BA,LI_TO,BAHA_,BUYAN,CA_HA,CUN{T,ECUN_,GELAO,GELAO,GELAO,GREEN,HONGF,JINCH,JINXI,JUDU_,LACHI,LAKKJ,LANGJ,MULAO,NA_KH,NIUPO,PAHA{,PHO_B,PUBIA,WHITE,YERON,ZHENF,BLACK,DEHON,DEHON,DONGM,DONGY,FANGC,FUSUI,GUIGA,HAWYI,JINGH,JINGH,JINPI,KAM{T,KAM_Z,KHORA,LAIBI,LALIU,LALIU,LAMPA,LAO{T,LAOTI,LIANS,LINCH,LONGA,LONGZ,LU{TK,LUE_C,LUE_M,LUNG_,LUNG_,LUOCH,LVCHU,MAGUA,MAK{T,MANGS,MAONA,MENGL,MULAO,NINGM,NORTH,NUNG{,ONG_B,PO_AI,QINZH,SAEK{,SAEK_,SAEK_,SANDO,SHAN_,SHAN_,SHAN_,SHANG,SHANG,SHUIQ,SIAME,SIAME,SONGK,SOUTH,SUI{T,TAI_C,TAI_D,TAI_K,TAI_L,TAI_L,TAI_L,TAI_N,TAI_N,TAI_P,TAI_P,TAI_W,TAI_W,TAIYA,TAIYA,TAY{T,TEN_2,THAI{,THAI_,THAI_,TIANZ,WANGM,WHITE,WHITE,WHITE,WU_MI,WUDIN,WUMIN,WUMIN,XIANA,YANG{,YAY{T,YAY_2,YONGN,YUANJ,YUANY,ZHANG,ZHUAN,ZHUAN

BAODING_HLAI{TK.HLAI|Tai-K,.00
LI_BAODING{TK.HLAI|Tai-Kad,23.69,.00
LI_TONGSHI{TK.HLAI|Tai-Kad,39.70,22.13,.00
BAHA_BUYANG{TK.KADAI|Tai-K,93.29,89.73,93.49,.00
BUYANG{TK.KADAI|Tai-Kadai,,92.51,90.10,95.03,79.25,.00
CA_HA_GELAO{TK.KADAI|Tai-K,95.35,95.74,95.50,96.57,94.05,.00
CUN{TK.KADAI|Tai-Kadai,Kra,68.89,67.68,67.42,93.15,95.94,98.34,.00
ECUN_BAHA_BUYANG{TK.KADAI|,88.66,84.86,91.69,74.41,55.14,98.09,95.88,.00
GELAO_LAOZHAI{TK.KADAI|Tai,91.52,94.18,94.33,93.53,93.64,65.30,95.70,91.45,.00
GELAO_QIAOSHANG{TK.KADAI|T,98.02,96.33,96.36,94.61,96.86,83.21,101.93,98.60,55.06,.00
GELAO_WANZI{TK.KADAI|Tai-K,89.23,93.99,96.96,94.60,94.96,80.16,98.91,98.12,53.81,57.01,.00
GREEN_GELAO{TK.KADAI|Tai-K,92.08,95.04,98.17,98.09,93.48,89.00,97.34,95.12,66.83,68.40,29.79,.00
HONGFENG_GELAO{TK.KADAI|Ta,95.60,98.36,100.40,97.93,95.10,96.86,100.93,92.94,94.12,96.63,96.43,94.37,.00
JINCHANG_WHITE_LACHI{TK.KA,97.11,98.73,98.58,97.38,95.72,93.02,97.00,93.45,88.31,100.14,90.81,91.40,92.20,.00
JINXIU_LAKKIA{TK.KADAI|Tai,93.29,93.22,90.96,92.97,87.98,88.50,94.81,89.84,84.73,86.61,86.55,96.60,99.28,95.44,.00
JUDU_GELAO{TK.KADAI|Tai-Ka,100.26,100.98,100.80,87.37,89.49,87.88,103.33,91.01,79.59,86.50,83.97,85.12,93.33,95.02,95.69,.00
LACHI{TK.KADAI|Tai-Kadai,K,97.18,97.32,97.76,91.11,96.40,95.14,92.71,95.89,89.52,97.95,91.81,91.41,96.16,60.83,92.55,95.02,.00
LAKKJA{TK.KADAI|Tai-Kadai,,96.19,96.78,94.80,95.55,94.61,90.12,94.86,92.44,83.63,86.97,89.57,98.00,95.65,97.58,19.54,95.66,92.84,.00
LANGJIA_BUYANG{TK.KADAI|Ta,90.46,85.96,91.14,79.82,14.76,92.41,95.59,57.67,91.71,94.06,94.31,92.39,94.44,94.18,90.35,89.56,97.30,94.60,.00
MULAO_KADAI{TK.KADAI|Tai-K,100.57,101.16,101.25,93.54,95.53,94.82,96.16,99.14,92.54,91.52,92.56,92.01,94.80,88.70,99.17,97.33,100.42,100.35,95.48,.00
NA_KHE_GELAO{TK.KADAI|Tai-,95.07,94.59,94.40,93.78,96.07,87.91,93.90,97.33,86.31,87.98,90.39,91.68,89.67,90.72,97.40,93.63,94.49,94.83,95.95,95.80,.00
NIUPO_GELAO{TK.KADAI|Tai-K,101.72,104.41,103.25,90.61,90.96,89.89,101.29,86.98,79.45,89.84,82.32,80.93,88.55,88.85,95.66,53.40,92.17,94.68,93.53,97.23,96.51,.00
PAHA{TK.KADAI|Tai-Kadai,Kr,87.24,83.95,88.79,39.35,68.48,92.07,98.75,68.58,84.78,87.07,87.49,88.76,92.88,93.57,85.16,83.27,94.31,93.60,71.13,92.67,90.34,87.58,.00
PHO_BANG_GELAO{TK.KADAI|Ta,95.66,97.45,97.50,96.21,94.06,32.98,98.58,95.52,62.52,85.45,80.63,88.69,96.66,90.99,89.89,83.29,94.74,91.59,92.73,93.69,86.79,86.69,90.61,.00
PUBIAO{TK.KADAI|Tai-Kadai,,88.95,85.98,88.58,83.29,78.65,90.29,97.50,83.36,83.62,91.80,83.94,91.20,97.28,96.99,95.89,90.47,98.00,96.50,76.99,93.70,101.60,93.92,69.47,88.79,.00
WHITE_LACHI{TK.KADAI|Tai-K,98.53,99.15,100.89,89.05,97.72,88.62,97.39,99.82,80.89,91.34,86.89,94.95,93.81,76.28,94.12,96.56,67.50,96.07,94.95,102.03,91.90,93.95,94.59,87.70,97.11,.00
YERONG{TK.KADAI|Tai-Kadai,,94.80,92.45,95.62,86.93,84.24,92.78,96.43,82.76,86.31,89.86,80.44,83.47,93.80,91.00,91.81,92.94,95.13,93.05,83.63,91.30,95.21,92.48,88.53,92.82,80.34,94.05,.00
ZHENFENG_GELAO{TK.KADAI|Ta,94.76,98.90,96.21,94.34,91.98,90.82,99.37,95.96,88.95,93.12,76.61,82.19,93.99,93.93,88.30,88.58,95.50,91.33,94.40,85.04,83.66,91.60,90.49,92.80,93.88,90.81,87.94,.00
BLACK_TAI_2{TK.KAM-TAI|Tai,86.05,86.97,87.16,89.17,85.76,94.07,81.92,88.18,88.08,93.03,90.39,95.24,100.20,93.96,87.67,94.23,93.25,94.24,86.81,94.62,98.07,98.32,92.67,94.70,88.63,94.51,90.81,92.28,.00
DEHONG{TK.KAM-TAI|Tai-Kada,85.91,79.54,80.53,87.73,85.36,94.02,83.21,87.25,90.19,90.40,93.18,98.82,100.18,97.92,87.68,98.72,92.44,93.77,85.14,98.34,97.24,100.19,87.91,96.06,82.60,98.18,87.63,94.28,55.18,.00
DEHONG_TAI_NUEA{TK.KAM-TAI,83.62,83.54,83.82,87.79,86.88,95.57,87.10,89.16,89.34,91.07,90.08,94.38,101.32,95.97,85.62,97.09,90.42,92.23,85.67,96.49,95.87,100.44,84.38,96.36,81.31,98.15,89.33,93.21,55.86,42.12,.00
DONGMEN_MULAM{TK.KAM-TAI|T,93.28,90.43,89.94,89.91,91.64,96.16,95.62,87.79,99.47,99.63,99.36,98.88,93.20,100.40,75.67,99.10,100.74,79.33,89.88,99.29,99.57,97.62,90.62,94.89,95.46,99.62,98.65,98.19,90.96,90.18,91.03,.00
DONGYING_LINGAO{TK.KAM-TAI,76.55,76.57,77.28,88.86,92.62,96.81,80.79,93.77,94.91,97.16,92.16,90.71,99.07,99.14,92.02,96.85,96.58,98.04,89.15,93.27,101.66,98.32,85.73,98.83,84.75,97.66,96.96,95.99,74.65,78.04,77.88,88.18,.00
FANGCUN_MAK{TK.KAM-TAI|Tai,87.45,84.76,88.42,87.60,91.89,92.14,95.01,89.97,91.03,92.37,97.19,102.07,97.20,98.65,79.23,95.53,96.77,78.86,84.23,100.97,96.51,97.80,83.63,90.16,86.16,96.11,90.49,95.97,85.97,81.39,81.08,72.02,76.69,.00
FUSUI_CENTRAL_HONGSHUIHE_Z,82.53,80.82,78.92,85.86,88.59,94.07,80.59,92.68,89.88,94.66,91.00,96.53,105.31,97.96,83.66,94.36,93.16,91.23,88.50,99.47,96.68,98.75,87.04,94.82,87.13,96.48,92.97,93.29,57.45,58.10,57.63,86.02,71.14,74.07,.00
GUIGANG_CENTRAL_HONGSHUIHE,84.11,81.12,78.58,85.98,90.51,96.32,80.90,92.29,92.47,98.39,95.09,96.16,102.31,96.68,83.56,92.34,90.08,89.36,90.47,99.97,97.67,98.22,87.12,93.58,85.17,94.99,93.54,94.89,58.84,61.46,63.87,84.68,78.28,75.33,38.91,.00
HAWYIENGZ_ZHUANG{TK.KAM-TA,84.46,83.58,81.95,87.31,89.88,95.61,84.91,86.67,92.81,96.94,93.90,93.96,101.06,95.60,85.53,93.88,90.55,88.32,90.50,100.40,95.11,99.12,86.98,95.76,86.82,95.23,93.57,94.57,68.22,66.49,66.90,84.95,78.43,77.65,46.71,33.85,.00
JINGHONG_TAI_LUE{TK.KAM-TA,77.51,78.35,80.99,91.44,88.64,94.44,84.45,89.81,84.73,89.69,88.57,91.45,101.09,95.50,84.66,94.54,93.87,89.05,85.10,98.27,94.07,97.52,86.13,93.85,83.71,98.42,88.73,92.18,52.40,55.09,33.92,90.13,75.67,74.18,53.73,59.61,64.44,.00
JINGHONG_TAI_LUE_2{TK.KAM-,76.99,75.99,76.89,89.32,90.51,93.77,82.97,90.80,86.14,90.02,92.63,96.75,100.92,98.85,84.32,97.32,95.09,90.41,84.95,97.03,96.38,100.67,88.58,95.06,84.47,99.38,89.22,93.30,52.87,47.51,34.63,86.80,74.83,76.42,54.19,58.94,65.51,23.31,.00
JINPING_TAI{TK.KAM-TAI|Tai,79.70,78.64,78.16,87.11,89.87,95.34,80.94,89.93,90.35,94.28,91.51,95.01,100.50,97.36,82.64,96.47,94.34,88.68,85.63,93.60,94.11,102.31,85.84,95.10,86.26,100.98,85.23,92.31,46.41,49.79,41.70,89.68,69.53,72.50,51.50,56.76,63.46,38.44,37.98,.00
KAM{TK.KAM-TAI|Tai-Kadai,K,90.98,90.28,90.92,96.11,89.28,92.57,94.76,92.99,87.37,89.20,88.77,94.67,95.54,96.41,79.77,98.89,95.62,86.85,88.89,103.29,97.96,96.74,86.89,94.93,80.93,95.27,94.20,93.77,73.68,76.13,76.70,75.47,85.35,74.05,76.11,81.02,83.35,76.05,74.84,76.20,.00
KAM_ZHANGLU{TK.KAM-TAI|Tai,85.41,83.94,83.75,92.31,86.82,96.79,93.23,90.70,91.66,93.59,92.03,91.27,95.26,102.24,75.75,96.44,100.36,83.76,84.78,102.17,96.41,96.42,85.55,97.02,81.49,99.31,92.10,93.89,83.83,76.58,72.93,59.39,78.99,68.25,69.26,75.92,79.16,72.73,69.80,71.91,39.12,.00
KHORAT_THAI{TK.KAM-TAI|Tai,77.88,76.53,77.95,88.50,83.74,95.96,84.17,89.48,88.22,92.10,89.10,93.23,99.76,98.39,87.83,93.78,95.81,90.24,82.39,95.63,94.37,97.09,86.26,96.14,82.54,95.94,88.33,95.46,47.02,53.49,50.70,87.46,71.98,81.17,53.61,62.18,66.35,47.68,48.26,52.63,77.32,72.82,.00
LAIBIN_CENTRAL_HONGSHUIHE_,81.51,78.28,75.09,86.82,89.80,95.71,81.11,91.21,92.84,99.81,94.31,94.65,102.90,96.73,82.67,92.19,90.05,86.40,90.53,100.75,98.56,98.65,88.25,93.89,84.69,95.65,95.57,95.28,58.34,62.22,63.96,79.13,78.97,77.35,43.33,17.53,29.84,59.07,59.59,57.33,80.75,75.42,60.35,.00
LALIU_MAK{TK.KAM-TAI|Tai-K,91.83,89.28,90.43,85.53,93.11,89.32,95.75,91.01,89.37,94.87,102.25,103.58,97.67,99.73,77.05,93.37,95.21,78.35,88.42,101.99,96.69,94.66,81.43,87.77,90.66,93.61,94.66,95.14,83.55,86.40,84.44,71.98,83.64,27.61,75.98,74.38,81.00,77.29,78.87,79.35,73.17,70.95,82.92,75.02,.00
LALIU_MAK_2{TK.KAM-TAI|Tai,90.39,86.71,88.15,88.08,93.93,93.70,96.01,90.67,92.06,93.21,99.92,103.36,94.94,97.61,78.69,94.82,97.78,78.88,86.81,101.20,97.77,96.71,83.55,91.64,86.84,96.98,90.26,97.09,84.65,83.66,82.79,66.60,80.74,21.63,76.42,76.69,80.64,77.51,79.30,74.15,75.69,68.60,82.59,76.59,22.21,.00
LAMPANG_THAI{TK.KAM-TAI|Ta,86.07,85.85,84.84,93.69,88.38,95.08,91.81,94.78,90.03,92.80,93.27,94.86,98.34,99.43,84.65,94.64,97.75,91.02,88.56,94.85,98.91,94.39,91.73,93.72,86.59,97.12,90.94,90.32,57.75,66.19,57.20,84.77,80.02,82.79,67.44,72.61,77.63,53.96,51.49,56.90,77.57,75.18,43.01,71.55,84.62,84.08,.00
LAO{TK.KAM-TAI|Tai-Kadai,K,84.98,85.74,88.05,90.15,89.42,96.03,87.25,94.40,89.63,93.10,92.37,95.45,100.48,98.10,90.06,94.95,95.56,92.81,90.78,97.66,97.89,98.28,90.85,95.98,88.36,96.85,89.77,93.75,37.41,61.54,53.70,92.25,79.72,85.42,60.02,62.94,69.79,48.30,48.16,50.95,71.25,82.19,41.91,60.36,84.93,85.67,51.36,.00
LAOTIEN{TK.KAM-TAI|Tai-Kad,83.69,83.32,83.63,87.45,87.76,93.83,79.69,92.85,84.68,94.11,90.22,98.27,101.51,95.48,88.45,96.38,92.76,92.30,87.23,100.13,97.41,99.14,84.50,94.71,80.12,94.97,97.39,92.96,32.90,56.38,52.83,88.97,75.80,84.68,58.65,63.02,65.57,49.24,44.95,50.50,66.05,76.16,49.51,60.41,81.20,84.97,58.57,33.84,.00
LIANSHAN_CENTRAL_HONGSHUIH,88.37,84.91,83.97,82.74,88.76,95.43,84.69,83.90,93.29,95.16,95.12,96.84,99.36,95.67,86.62,92.61,91.33,89.12,87.51,101.44,96.48,98.70,82.62,93.32,89.71,95.59,95.33,93.75,67.18,63.75,61.75,83.61,77.86,78.75,53.32,41.42,42.05,63.51,65.24,63.74,81.25,75.61,68.43,42.94,78.37,77.78,78.65,71.90,65.72,.00
LINCHENG_LINGAO{TK.KAM-TAI,83.30,79.71,78.21,90.91,92.62,94.71,86.49,93.69,91.69,96.19,89.81,90.58,99.03,97.16,94.12,96.69,95.30,101.01,92.05,92.19,100.36,95.34,87.42,96.37,88.11,96.14,98.39,95.53,72.22,80.10,78.38,90.31,17.36,84.26,74.04,80.43,81.27,78.54,77.47,75.72,86.43,82.64,70.72,82.33,89.54,86.43,77.64,78.88,77.96,81.97,.00
LONGAN_CENTRAL_HONGSHUIHE_,81.60,77.55,75.70,84.51,88.79,96.14,81.79,91.49,90.98,94.05,90.26,92.44,99.17,93.07,79.08,91.88,92.59,86.58,88.50,100.00,96.32,97.28,85.83,93.51,87.55,92.99,93.05,93.18,61.89,63.03,62.85,85.74,76.98,72.70,25.99,40.28,46.88,57.89,61.18,57.10,77.15,74.37,54.99,43.15,74.61,74.66,68.42,61.47,63.35,50.03,76.07,.00
LONGZHOU_ZHUANG{TK.KAM-TAI,84.81,80.03,80.30,85.54,87.99,97.75,87.40,84.66,90.71,92.31,93.85,98.84,101.11,96.04,85.97,94.52,93.36,88.46,86.55,95.58,93.17,98.39,90.18,97.04,88.25,98.13,88.43,95.55,63.74,55.51,57.80,89.35,77.94,78.73,57.81,60.55,62.74,52.91,48.34,53.91,83.09,79.19,57.00,62.26,80.73,81.13,67.82,61.99,61.40,68.31,79.27,66.30,.00
LU{TK.KAM-TAI|Tai-Kadai,Ka,81.51,82.36,84.86,96.51,92.64,94.38,84.49,95.47,91.01,95.98,91.46,90.88,99.87,95.98,91.10,96.60,96.67,95.46,89.85,98.64,99.29,99.25,93.97,97.05,89.07,97.77,95.82,94.59,49.82,63.47,49.26,91.83,75.73,84.88,62.66,66.20,70.83,40.61,44.07,46.51,73.60,84.50,60.11,64.89,83.85,86.31,62.64,43.92,48.37,71.51,78.05,67.69,66.43,.00
LUE_CHIENG_HUNG{TK.KAM-TAI,83.89,84.36,86.72,88.45,86.60,92.11,81.02,87.82,85.81,92.25,91.92,95.76,99.93,95.55,88.75,94.75,90.55,95.82,86.95,97.86,96.13,98.92,91.16,91.36,87.26,95.51,88.41,93.94,29.65,46.77,54.28,89.34,77.20,82.54,56.97,57.08,66.03,45.20,44.29,47.72,70.79,82.54,53.75,57.88,81.81,83.20,61.26,42.09,37.54,65.83,79.41,61.05,59.10,45.12,.00
LUE_MUONG_YONG{TK.KAM-TAI|,83.89,84.36,86.72,88.45,86.60,92.11,81.02,87.82,85.81,92.25,91.92,95.76,99.93,95.55,88.75,94.75,90.55,95.82,86.95,97.86,96.13,98.92,91.16,91.36,87.26,95.51,88.41,93.94,29.65,46.77,54.28,89.34,77.20,82.54,56.97,57.08,66.03,45.20,44.29,47.72,70.79,82.54,53.75,57.88,81.81,83.20,61.26,42.09,37.54,65.83,79.41,61.05,59.10,45.12,11.40,.00
LUNG_CHOW{TK.KAM-TAI|Tai-K,79.66,73.57,78.04,89.76,90.27,93.57,82.28,93.26,89.00,93.15,92.36,95.49,102.07,97.45,86.55,97.62,89.94,89.49,90.36,98.53,94.68,99.11,91.41,95.61,85.60,95.91,90.18,96.25,40.25,45.01,52.14,89.89,73.39,79.89,58.39,60.12,63.84,47.33,41.82,48.60,65.32,74.80,43.43,57.77,82.24,82.08,57.94,40.33,41.34,67.17,74.30,58.49,36.68,43.07,39.10,39.10,.00
LUNG_MING{TK.KAM-TAI|Tai-K,83.03,80.29,83.92,90.00,91.15,92.08,83.85,92.65,90.98,92.21,94.14,98.84,102.15,99.02,84.79,97.63,91.59,88.10,91.16,98.79,95.05,98.81,92.64,95.71,88.67,98.56,93.03,92.68,51.10,55.35,57.56,90.42,76.74,77.27,45.59,60.97,62.13,55.51,52.25,54.54,63.53,74.90,56.25,59.39,81.59,79.84,65.75,47.40,45.99,63.69,79.78,47.48,53.11,48.73,46.52,46.52,27.93,.00
LUOCHENG_MULAO{TK.KAM-TAI|,88.72,83.62,87.18,88.55,91.24,93.81,95.59,86.68,96.24,95.10,97.15,99.14,90.59,99.70,76.57,96.82,98.58,79.26,87.39,101.39,94.35,98.78,84.81,92.86,90.96,100.00,88.03,97.64,92.78,86.36,88.14,20.31,88.21,62.77,79.77,79.91,81.34,84.66,83.24,83.45,77.83,59.96,84.31,77.29,64.87,61.21,82.63,90.86,91.94,78.61,90.92,78.79,83.73,91.09,88.98,88.98,84.46,82.00,.00
LVCHUN_TAI{TK.KAM-TAI|Tai-,85.40,86.93,86.97,91.93,89.30,92.23,85.95,90.53,87.28,90.93,89.54,95.91,98.76,92.34,87.09,94.23,92.57,90.36,88.59,93.94,98.01,95.44,91.74,95.20,82.44,95.53,90.80,93.11,66.22,57.45,55.81,95.67,79.74,83.45,72.45,72.36,79.99,58.52,51.84,56.33,84.63,82.49,70.00,71.76,90.40,86.05,72.24,67.42,64.81,75.95,84.48,73.30,71.24,64.98,62.59,62.59,65.58,70.17,90.35,.00
MAGUAN_TAI{TK.KAM-TAI|Tai-,82.90,78.77,79.06,85.17,86.82,93.98,84.91,89.62,87.05,90.59,93.71,98.76,100.24,99.22,81.90,97.31,93.27,88.53,84.08,95.96,95.88,100.86,85.41,94.00,83.53,95.61,88.15,93.09,46.10,41.69,35.40,89.78,74.55,76.23,50.30,48.87,61.68,38.82,31.53,36.24,75.06,73.80,52.72,49.65,81.30,79.96,56.93,49.21,46.29,61.56,73.88,51.96,51.32,53.50,41.58,41.58,42.52,51.81,83.92,48.59,.00
MAK{TK.KAM-TAI|Tai-Kadai,K,89.51,87.14,91.36,87.43,93.86,93.15,92.44,93.48,86.38,90.76,94.03,99.92,96.95,98.22,84.17,93.65,92.39,84.39,87.68,97.79,95.32,94.68,83.28,93.18,79.47,94.68,94.48,95.87,71.26,80.23,81.85,72.99,78.87,43.30,74.90,76.42,80.66,73.45,74.15,76.41,55.89,68.36,77.02,76.99,34.97,46.15,77.19,71.98,66.54,78.94,81.49,74.77,80.09,73.07,66.69,66.69,65.10,63.79,69.90,86.20,76.54,.00
