2,SYNONYMS,,AT,LEAST,28,WORDS,,DATE,>,1700
LOANWORDS,EXCLUDED

LDND,BAODI,LI_BA,LI_TO,BAHA_,BUYAN,CA_HA,CUN{T,ECUN_,GELAO,GELAO,GELAO,GREEN,HONGF,JINCH,JINXI,JUDU_,LACHI,LAHA{,LAKKJ,LANGJ,MULAO,NA_KH,NIUPO,PAHA{,PHO_B,PUBIA,TA_MI,WHITE,YERON,ZHENF,BLACK,DEHON,DEHON,DONGM,DONGY,FANGC,FUSUI,GUIGA,HAWYI,JINGH,JINGH,JINPI,KAM{T,KAM_Z,KHORA,LAIBI,LALIU,LALIU,LAMPA,LAO{T,LAOTI,LIANS,LINCH,LONGA,LONGZ,LU{TK,LUE_C,LUE_M,LUNG_,LUNG_,LUOCH,LVCHU,MAGUA,MAK{T,MANGS,MAONA,MENGL,MULAO,NINGM,NORTH,NUNG{,ONG_B,PO_AI,QINZH,SAEK{,SAEK_,SAEK_,SANDO,SHAN{,SHAN_,SHAN_,SHAN_,SHANG,SHANG,SHUIQ,SIAME,SIAME,SONGK,SOUTH,SUI{T,SUI_J,SUI_L,TAI_C,TAI_D,TAI_K,TAI_L,TAI_L,TAI_L,TAI_N,TAI_N,TAI_P,TAI_P,TAI_W,TAI_W,TAIYA,TAIYA,TAY{T,TEN{T,TEN_2,THAI{,THAI_,THAI_,TIANZ,WANGM,WHITE,WHITE,WHITE,WU_MI,WUDIN,WUMIN,WUMIN,XIANA,YANG{,YAY{T,YAY_2,YONGN,YUANJ,YUANY,ZHANG,ZHUAN,ZHUAN

BAODING_HLAI{TK.HLAI|Tai-K,.00
LI_BAODING{TK.HLAI|Tai-Kad,24.56,.00
LI_TONGSHI{TK.HLAI|Tai-Kad,40.76,24.07,.00
BAHA_BUYANG{TK.KADAI|Tai-K,93.12,90.20,93.65,.00
MAONAN{TK.KAM-TAI|Tai-Kada,86.53,86.10,88.25,86.97,92.50,95.53,95.36,86.46,92.86,93.81,96.45,100.49,94.74,99.25,83.55,93.17,95.53,71.70,87.35,85.54,98.32,92.42,94.92,81.75,91.88,86.99,94.66,93.75,91.61,98.14,87.00,81.06,83.08,62.76,80.87,48.83,76.76,75.68,78.95,76.58,77.86,78.94,63.84,60.01,83.83,78.72,50.63,55.62,84.65,88.70,85.48,75.75,87.39,75.98,81.39,86.51,82.97,82.97,78.25,77.79,57.60,87.91,78.46,52.06,85.42,.00
MENGLIAN_TAI{TK.KAM-TAI|Ta,83.17,81.90,81.77,90.45,89.95,94.08,86.24,93.51,86.89,92.01,89.64,93.30,100.47,100.77,88.50,96.41,95.65,79.43,92.18,87.67,100.08,94.49,102.02,88.19,95.42,88.34,84.97,103.48,91.00,92.92,57.87,51.66,42.07,89.05,77.37,82.33,59.33,67.00,67.91,44.47,38.62,40.32,78.90,76.76,54.14,66.17,84.15,84.13,60.41,57.44,52.83,67.76,78.62,65.81,58.62,54.76,57.32,57.32,57.34,62.21,85.61,60.61,44.05,82.62,42.09,80.40,.00
MULAO{TK.KAM-TAI|Tai-Kadai,87.97,86.72,88.97,89.77,91.22,95.95,95.52,88.18,97.77,98.21,98.75,99.50,92.57,100.80,77.09,97.57,100.44,75.90,80.05,88.66,103.73,95.98,97.41,86.29,93.94,92.74,95.41,99.02,94.54,97.73,95.95,88.32,89.31,26.12,87.28,66.33,86.54,83.98,81.79,87.18,86.63,88.75,75.02,62.90,87.20,82.02,67.99,65.22,85.40,93.73,93.15,80.73,89.05,83.97,85.69,92.25,94.38,94.38,82.97,84.93,25.28,92.55,88.93,70.97,89.98,62.11,88.11,.00
NINGMING_YONGNAN_ZHUANG{TK,85.96,84.04,83.85,89.10,90.88,95.87,83.63,92.99,93.05,93.70,91.43,96.95,104.81,99.46,87.82,93.77,92.12,82.23,91.81,90.07,98.34,98.21,97.73,88.97,95.50,86.19,92.74,101.87,94.45,99.93,57.69,60.15,61.13,89.02,77.24,78.11,47.06,50.99,54.13,53.77,54.88,54.63,79.47,80.47,61.37,52.15,77.86,79.60,66.78,60.05,59.57,60.74,79.77,56.29,50.20,63.55,56.88,56.88,51.62,53.27,83.38,73.47,46.60,73.02,60.86,77.58,62.14,87.09,.00
NORTHERN_SHAN{TK.KAM-TAI|T,90.11,89.72,89.79,95.45,93.44,91.78,89.40,92.52,90.64,92.10,92.03,98.85,99.56,97.35,90.89,98.49,92.90,86.24,95.86,92.97,99.51,95.99,97.36,92.69,94.78,89.83,94.83,97.39,91.55,97.07,43.12,48.32,49.52,92.57,82.71,90.78,68.61,73.22,74.73,56.06,55.42,53.99,74.76,87.61,47.23,72.34,91.22,91.61,61.00,45.40,47.50,74.07,83.68,74.51,58.85,46.17,46.47,46.47,40.76,47.55,92.28,67.64,54.71,77.49,49.11,89.48,55.19,95.91,67.76,.00
NUNG{TK.KAM-TAI|Tai-Kadai,,83.88,80.21,81.59,88.98,91.38,95.58,84.18,91.05,94.39,96.73,96.59,100.36,102.23,96.83,87.86,96.38,93.87,81.39,93.51,88.56,97.76,92.93,97.70,89.22,96.13,87.33,93.53,96.06,87.14,99.67,56.93,58.73,59.29,89.86,77.19,79.59,51.16,56.00,65.61,56.79,55.36,57.72,77.16,80.57,53.92,55.16,78.11,79.64,69.75,56.36,55.49,66.19,78.46,54.94,47.10,61.76,55.18,55.18,37.07,39.51,82.07,71.97,55.86,73.99,61.71,79.83,63.39,86.21,50.33,56.12,.00
ONG_BE{TK.KAM-TAI|Tai-Kada,81.26,78.27,77.34,88.09,94.95,98.17,86.85,93.48,96.42,98.70,92.06,91.55,98.47,97.12,89.99,96.49,96.87,81.48,94.88,91.00,95.73,101.19,97.94,83.54,99.41,81.55,93.38,99.12,98.29,97.04,78.50,78.78,79.11,91.98,23.85,80.89,78.06,82.37,80.02,78.86,76.51,77.43,86.69,82.82,69.69,81.29,87.08,83.16,81.37,81.77,77.28,80.01,24.31,76.60,79.89,80.57,80.33,80.33,72.70,77.57,90.42,84.31,77.86,80.00,80.00,84.49,77.95,88.35,79.66,84.76,76.93,.00
PO_AI{TK.KAM-TAI|Tai-Kadai,84.42,82.42,81.20,88.88,89.58,92.87,85.39,89.60,93.36,97.52,93.48,95.29,100.66,97.31,87.97,95.23,92.94,77.92,92.33,90.97,101.61,91.92,98.09,91.00,96.79,87.05,86.98,100.98,90.38,94.81,59.08,53.33,59.18,88.43,77.66,76.28,45.86,50.11,50.28,58.46,54.89,55.94,69.18,75.37,53.95,49.16,82.47,78.41,70.09,53.67,52.01,51.96,81.45,46.97,57.98,56.29,55.22,55.22,39.21,30.25,82.06,73.84,55.72,68.85,59.57,77.28,63.52,84.29,53.82,56.05,53.45,78.61,.00
QINZHOU_CENTRAL_HONGSHUIHE,80.70,78.38,77.64,86.91,92.33,95.36,83.78,90.14,88.54,93.83,91.17,95.63,104.30,93.81,79.27,94.52,94.98,80.01,87.18,91.28,98.80,97.31,97.32,86.13,92.30,89.51,90.51,95.86,93.62,95.49,68.23,68.96,64.09,86.35,76.22,78.58,26.62,46.64,51.50,57.51,59.83,59.33,78.58,73.54,64.33,51.31,78.86,79.14,73.70,66.14,65.90,52.62,76.86,29.51,65.36,68.53,66.01,66.01,64.28,48.15,81.36,75.07,59.60,78.36,65.44,78.40,65.15,82.44,56.46,76.72,57.46,78.54,47.44,.00
SAEK{TK.KAM-TAI|Tai-Kadai,,87.86,82.29,81.00,80.50,88.36,94.01,88.28,92.18,91.41,94.44,95.60,94.85,102.05,96.67,80.09,91.94,91.72,83.59,87.30,87.40,95.60,93.74,98.72,82.00,95.68,84.05,91.85,94.46,93.49,92.71,63.93,67.72,68.52,91.60,75.68,80.82,62.15,63.72,67.60,65.38,65.32,64.72,76.28,78.20,64.54,64.59,80.72,83.16,70.61,63.51,54.03,68.32,75.99,61.19,71.71,66.40,64.79,64.79,53.85,58.10,89.11,80.46,60.78,70.99,72.39,81.93,70.11,91.05,66.96,68.18,67.43,74.29,50.88,69.39,.00
SAEK_2{TK.KAM-TAI|Tai-Kada,84.36,83.76,83.00,85.91,86.68,94.11,83.84,90.52,93.68,96.41,96.34,95.80,101.10,97.80,81.70,92.12,93.69,83.31,90.75,88.90,99.24,95.46,98.01,88.27,94.55,90.15,91.97,95.60,95.98,95.04,51.32,67.41,70.14,90.27,72.52,82.24,54.69,55.57,61.64,61.79,65.83,63.17,79.15,83.84,64.06,60.45,80.55,83.98,70.03,58.51,45.73,66.39,71.31,57.67,70.85,64.03,51.48,51.48,58.91,61.72,88.21,80.35,60.23,72.74,73.54,83.98,66.38,90.53,63.60,66.61,69.80,74.87,55.56,64.56,32.98,.00
SAEK_3{TK.KAM-TAI|Tai-Kada,81.49,77.40,76.07,83.63,87.22,91.77,84.92,91.37,91.46,94.65,93.57,94.41,103.23,99.16,80.23,91.98,91.50,75.68,88.95,89.08,97.58,91.03,96.55,85.09,92.20,84.92,85.88,95.21,92.91,93.61,58.46,62.18,67.88,90.40,66.29,74.04,51.04,54.75,57.35,61.57,60.37,58.97,74.61,79.26,59.42,56.03,76.36,75.97,69.50,58.45,51.91,62.85,67.90,52.49,62.67,64.00,58.62,58.62,50.15,54.93,83.84,80.29,56.85,67.06,70.37,77.45,67.33,84.40,57.57,64.14,58.56,66.99,43.77,59.34,13.91,18.57,.00
SANDONG_SUI{TK.KAM-TAI|Tai,89.74,87.44,87.77,83.72,89.80,96.94,95.01,88.64,96.27,97.78,94.46,97.99,96.35,99.47,86.05,97.06,99.14,75.00,87.74,86.62,95.42,97.17,96.54,81.15,97.17,85.87,95.20,98.67,90.66,94.32,90.65,85.86,83.50,65.71,83.76,62.52,84.46,83.38,83.22,80.26,80.54,80.38,72.03,65.86,82.32,83.09,66.28,67.55,82.49,85.85,83.99,81.30,87.78,78.81,85.29,89.93,88.89,88.89,79.23,78.97,68.09,86.52,83.40,62.15,85.44,56.48,85.85,68.25,82.04,91.99,84.05,84.13,80.91,84.87,80.83,87.05,79.39,.00
SHAN{TK.KAM-TAI|Tai-Kadai,,80.86,81.37,83.17,90.86,94.22,93.38,74.41,94.39,88.55,94.54,94.04,99.11,102.30,99.06,90.51,100.81,94.40,83.40,93.69,93.49,101.14,95.48,101.57,94.27,96.47,84.02,89.43,100.43,96.93,95.50,32.53,38.04,39.04,88.78,71.60,84.10,53.74,61.91,63.59,47.11,42.49,43.01,62.54,74.00,50.25,58.82,84.61,84.22,58.26,33.67,22.57,61.00,75.01,60.58,60.27,38.68,30.54,30.54,36.34,33.92,91.56,60.59,43.59,70.29,40.86,83.32,41.64,94.25,57.37,28.33,49.34,75.79,45.85,63.11,56.05,50.55,50.92,83.86,.00
SHAN_2{TK.KAM-TAI|Tai-Kada,88.38,89.07,91.19,92.55,91.66,93.78,82.83,91.72,90.64,94.20,89.46,94.41,101.22,95.57,89.34,98.67,91.80,83.79,95.01,91.95,96.66,98.20,97.96,96.07,94.56,91.85,88.41,98.11,92.19,94.82,28.70,50.48,49.77,90.89,77.49,89.33,61.99,67.48,70.49,53.37,51.96,50.51,71.25,84.07,52.30,67.47,89.40,90.09,58.00,41.06,32.31,70.31,76.28,67.20,61.14,47.56,33.27,33.27,42.58,46.66,92.71,64.58,48.24,75.60,49.03,89.02,52.10,96.88,63.11,34.27,58.31,80.98,55.30,69.00,66.56,54.20,63.12,90.22,15.32,.00
SHAN_3{TK.KAM-TAI|Tai-Kada,90.92,94.08,94.24,94.50,91.81,93.52,85.05,91.81,86.59,97.28,87.97,93.45,100.21,96.51,90.97,102.10,91.39,86.96,90.93,91.20,98.95,100.67,99.49,97.14,93.70,92.52,89.72,96.31,92.16,96.73,45.80,60.92,62.36,94.55,80.59,94.44,73.76,78.95,75.69,63.87,63.47,60.96,78.77,87.21,63.79,76.90,92.48,93.82,71.42,54.52,50.32,77.71,84.97,78.93,68.11,59.96,47.77,47.77,57.79,62.88,94.12,69.08,58.91,84.60,62.26,95.76,56.02,94.28,72.74,46.94,65.87,82.17,70.56,81.06,75.21,62.68,71.46,91.63,42.02,33.79,.00
SHAN_4{TK.KAM-TAI|Tai-Kada,91.32,90.59,90.33,96.15,94.32,91.94,90.42,97.45,90.73,92.62,91.77,97.72,99.82,97.95,91.51,97.55,93.53,86.61,93.59,93.11,99.95,95.55,98.65,94.90,95.65,92.13,93.02,95.11,92.50,96.80,44.97,54.25,50.83,92.99,81.67,89.25,66.02,71.50,73.86,54.40,52.95,54.42,74.18,86.05,42.01,72.03,90.10,89.43,56.81,41.22,44.56,72.26,81.15,71.74,58.32,43.54,47.11,47.11,42.90,45.97,92.28,69.10,56.90,76.64,49.61,90.00,53.16,96.08,67.31,22.18,55.39,82.76,55.57,73.79,70.47,66.38,64.06,89.46,31.34,32.96,50.15,.00
SHANGLIN_CENTRAL_HONGSHUIH,85.45,82.85,80.91,88.98,90.96,98.18,82.25,91.96,94.09,98.46,95.98,97.40,104.31,98.56,82.86,93.97,90.97,85.18,86.66,90.38,101.15,97.29,99.38,89.29,95.35,88.35,90.31,99.17,92.08,97.15,58.25,60.40,64.86,86.09,82.10,76.75,45.07,23.29,38.44,61.30,58.98,57.06,84.65,80.05,62.02,25.76,74.99,77.37,72.42,62.61,62.91,43.03,85.94,45.28,61.75,66.22,59.62,59.62,58.53,61.17,82.64,70.12,48.12,77.90,61.96,76.25,64.27,84.26,49.81,70.64,58.14,85.00,49.34,48.88,69.30,64.63,61.36,85.92,62.91,66.88,77.49,70.81,.00
SHANGSI_YONGNAN_ZHUANG{TK.,87.26,84.22,81.14,88.51,89.53,93.58,81.82,91.25,88.56,90.24,95.09,99.35,103.81,98.57,83.66,95.87,94.10,83.57,89.21,88.54,94.64,98.92,96.60,90.15,92.51,85.85,93.21,100.80,96.68,97.88,59.50,63.14,59.88,88.13,76.65,80.84,38.12,48.36,58.60,58.25,57.32,62.08,76.43,74.74,59.96,51.35,79.98,80.37,68.67,60.09,57.70,55.64,75.30,46.94,55.49,68.02,60.25,60.25,51.11,44.43,83.86,74.29,50.36,73.24,60.88,81.12,65.20,84.54,45.37,69.26,49.65,74.96,53.60,44.29,64.99,61.67,53.83,83.60,60.52,66.31,74.09,68.63,52.32,.00
SHUIQING_SUI{TK.KAM-TAI|Ta,88.39,85.48,86.59,80.33,89.25,92.12,94.35,87.24,91.96,97.09,95.87,100.62,94.46,101.28,85.93,95.10,99.85,71.05,86.20,85.29,99.37,97.41,95.88,78.65,91.75,83.87,91.34,98.15,90.93,98.18,89.10,79.66,81.42,57.29,79.65,58.85,79.22,78.91,76.92,78.91,77.57,78.58,70.60,53.64,79.18,79.71,62.99,56.39,81.48,85.93,82.44,75.13,87.49,77.27,82.10,90.87,86.50,86.50,78.87,77.53,56.31,87.90,79.83,65.47,85.09,51.10,82.38,56.48,82.09,91.40,82.02,80.83,78.37,79.77,79.56,85.19,78.24,38.51,84.40,90.25,91.80,89.39,82.08,81.49,.00
SIAMESE{TK.KAM-TAI|Tai-Kad,84.19,84.32,86.41,91.06,84.82,94.21,85.00,89.33,89.93,93.87,89.10,93.97,100.36,95.79,88.58,94.65,95.14,81.50,96.15,86.98,95.11,96.43,98.15,93.10,93.86,87.57,92.24,94.08,92.00,94.44,27.32,59.70,60.42,87.73,77.40,86.76,58.48,60.78,68.03,55.61,58.35,58.48,71.96,83.25,42.12,59.94,85.78,87.96,53.10,39.07,36.80,71.37,75.09,57.48,66.24,49.22,28.31,28.31,41.16,50.55,89.94,71.97,55.27,70.28,63.37,87.79,63.67,92.90,63.75,49.10,59.68,79.10,58.87,70.15,64.06,49.83,58.14,90.15,37.67,36.17,53.54,48.92,61.46,63.09,88.78,.00
SIAMESE_2{TK.KAM-TAI|Tai-K,81.73,77.61,80.91,91.43,88.35,93.00,85.09,90.52,88.57,92.10,86.00,91.84,99.19,97.24,89.61,97.09,94.54,77.31,94.91,88.93,94.02,93.15,94.40,93.10,94.01,82.66,87.60,96.63,87.01,95.45,39.05,52.41,57.29,88.72,72.27,80.41,59.67,60.20,65.83,57.05,53.88,54.67,66.59,78.44,31.45,58.01,83.54,82.35,52.43,36.76,39.71,68.88,72.13,57.73,57.66,43.76,41.36,41.36,29.52,38.67,87.04,69.92,50.86,64.80,59.16,82.32,61.06,87.51,59.91,41.31,46.00,73.15,42.15,67.45,56.24,59.52,49.35,84.31,33.07,42.18,57.86,38.93,61.28,57.83,82.01,27.19,.00
SONGKHLA_THAI{TK.KAM-TAI|T,86.00,84.99,86.62,96.59,94.38,94.12,91.18,101.26,92.04,94.87,91.81,97.18,99.62,98.40,91.33,98.44,96.37,84.22,95.05,94.26,95.02,95.12,97.81,95.55,96.91,88.06,89.77,98.94,94.24,96.49,49.77,62.76,62.14,92.00,81.67,88.93,71.70,73.13,75.87,62.81,60.14,63.09,72.63,85.66,30.51,71.41,88.34,88.76,55.21,47.27,51.33,81.06,81.03,71.66,63.49,56.43,53.78,53.78,39.26,50.39,91.14,75.27,60.78,71.06,63.04,90.04,63.52,92.08,71.27,43.29,61.28,80.68,55.12,78.48,69.96,68.58,60.18,88.59,47.91,48.08,63.08,39.00,71.93,71.25,86.14,40.38,22.95,.00
SOUTHERN_DONG{TK.KAM-TAI|T,92.90,91.24,90.52,87.27,83.98,92.29,96.26,89.06,92.43,94.42,95.60,94.85,96.85,99.63,85.73,94.35,100.68,80.61,90.82,86.33,97.56,97.71,97.03,84.32,93.84,86.15,93.41,96.57,93.95,94.84,84.41,79.76,76.90,76.33,87.56,76.29,81.12,80.99,78.29,76.49,77.94,79.60,62.66,43.54,81.10,79.09,79.30,76.14,80.48,82.59,80.74,76.96,91.95,80.22,87.05,85.30,81.35,81.35,82.04,82.90,71.49,85.23,80.77,79.56,81.20,73.70,82.91,76.29,82.00,87.12,82.68,90.33,80.88,81.29,80.02,85.21,81.37,70.29,77.85,85.34,87.09,86.66,82.43,80.69,67.32,82.97,81.55,85.30,.00
SUI{TK.KAM-TAI|Tai-Kadai,K,87.36,84.90,83.92,84.92,90.01,97.05,92.86,86.41,96.55,96.13,97.95,99.98,91.78,102.46,80.69,97.40,101.43,74.75,84.10,85.04,100.22,97.24,95.32,82.89,94.92,84.63,94.32,99.92,95.14,97.18,88.59,81.03,82.90,53.13,80.73,56.50,80.99,77.36,81.21,81.52,79.57,76.11,63.14,49.08,79.15,76.36,56.63,54.79,81.51,86.96,80.50,76.12,88.82,74.67,84.89,92.22,87.79,87.79,77.58,77.10,55.68,86.27,81.18,59.37,85.25,45.70,81.68,53.97,82.02,92.53,82.12,82.56,79.45,81.85,80.30,84.37,78.41,29.46,83.54,90.09,91.07,91.51,81.63,82.59,31.57,87.19,80.52,87.98,63.49,.00
SUI_JUNG_CHIANG{TK.KAM-TAI,86.95,84.19,89.28,80.66,86.76,93.21,90.48,86.23,91.57,92.22,89.98,95.06,98.31,99.80,80.93,95.67,95.04,72.82,87.94,83.75,97.57,93.41,94.19,80.89,94.13,86.83,93.40,93.22,93.32,94.48,78.18,74.69,74.43,65.53,74.96,53.55,74.12,77.82,79.14,73.97,73.47,72.71,43.12,50.72,77.01,77.51,54.54,57.65,75.89,73.38,70.29,76.09,78.55,72.03,78.25,78.26,74.98,74.98,67.47,64.55,64.37,81.25,73.66,42.72,78.81,44.54,78.01,64.60,73.51,79.90,73.66,79.25,71.01,77.48,70.19,72.26,67.74,40.69,69.20,74.82,82.32,76.86,81.00,74.14,39.79,76.99,69.97,76.59,70.20,32.18,.00
SUI_LI_NGAM{TK.KAM-TAI|Tai,85.14,82.21,87.37,80.58,85.10,92.11,90.31,83.97,88.37,92.69,89.05,95.93,99.33,98.88,80.12,95.59,94.69,70.52,87.28,81.17,101.09,93.37,94.03,81.13,92.14,83.09,93.75,92.92,93.41,93.56,76.75,75.62,75.52,65.11,74.59,52.83,74.16,76.53,78.78,71.68,70.68,74.06,47.43,53.43,77.00,76.06,54.63,58.71,75.82,73.50,68.80,77.24,78.11,73.16,76.61,75.91,72.78,72.78,65.57,64.37,64.00,81.26,72.19,40.50,79.24,42.93,79.08,64.20,71.93,81.21,72.01,78.47,70.23,77.04,71.56,74.81,70.15,43.51,70.93,76.27,83.75,78.16,79.33,73.41,35.70,76.18,69.46,75.12,71.43,37.21,12.71,.00
TAI_CHIENGMAI{TK.KAM-TAI|T,83.99,83.66,86.56,89.29,86.75,92.06,82.73,88.22,88.77,93.35,90.57,96.73,97.77,95.52,91.11,94.09,94.02,83.11,95.23,88.30,97.75,95.81,97.66,90.29,92.62,84.36,90.07,94.80,92.65,95.16,20.01,51.90,56.27,88.66,77.00,83.79,56.86,56.10,62.88,51.04,50.82,51.81,67.57,81.94,42.17,55.20,82.48,84.89,54.98,35.14,26.34,65.19,78.59,59.32,62.00,43.77,23.30,23.30,35.66,44.79,90.63,63.85,42.03,65.61,56.93,83.13,57.11,92.43,57.10,41.96,54.39,78.39,53.97,66.72,61.63,49.61,56.25,87.44,26.34,30.29,48.91,43.45,54.96,59.47,84.69,20.74,23.95,44.31,80.46,84.59,71.15,70.28,.00
TAI_DAENG{TK.KAM-TAI|Tai-K,90.85,90.65,91.63,97.70,92.22,94.77,89.64,94.99,93.96,93.46,93.81,96.79,103.17,95.11,93.95,100.55,95.43,87.41,97.24,89.67,99.81,99.82,101.86,99.57,96.90,92.13,89.87,97.48,89.33,99.09,48.65,56.78,52.68,92.80,86.32,85.61,65.76,72.88,73.88,56.83,55.03,51.04,71.22,80.47,55.23,73.64,88.99,83.61,61.42,49.39,49.66,73.35,86.16,69.74,65.31,53.65,48.57,48.57,48.38,56.96,90.61,70.31,53.58,76.27,56.81,87.85,54.85,90.99,65.18,48.18,61.78,86.59,60.98,75.56,65.51,68.65,61.81,89.39,36.15,49.88,57.41,46.52,72.38,66.30,88.67,51.98,52.04,56.45,84.80,86.47,75.50,76.89,49.13,.00
TAI_KHUEN{TK.KAM-TAI|Tai-K,88.73,86.70,88.17,96.18,94.00,92.90,89.37,98.86,92.58,92.93,95.21,96.60,99.05,97.39,91.72,97.85,94.08,85.11,92.91,91.48,98.26,98.28,98.22,94.42,95.87,90.32,90.57,97.11,92.24,98.34,48.60,52.08,51.10,92.11,80.02,88.23,65.76,68.95,72.76,55.57,49.87,54.12,69.28,80.99,39.01,68.77,87.84,88.03,54.47,43.53,50.77,71.36,78.71,68.05,57.75,41.63,47.20,47.20,36.09,43.48,91.54,66.88,51.63,74.94,52.38,87.53,52.51,94.38,63.55,33.52,55.20,79.46,51.74,72.19,65.90,66.68,60.14,87.24,32.23,37.89,55.39,20.23,67.72,63.93,86.49,49.55,35.17,36.25,83.36,87.23,72.13,74.15,42.66,44.40,.00
TAI_LEI_PING{TK.KAM-TAI|Ta,85.59,86.05,88.89,91.91,89.40,94.50,80.38,92.83,91.43,93.42,93.83,96.56,100.84,98.76,87.45,97.95,89.10,81.24,94.55,89.53,96.74,95.26,95.98,95.06,94.12,88.33,92.71,97.02,92.33,96.06,41.90,56.12,62.05,90.85,73.17,83.24,54.81,55.91,65.10,57.15,58.08,62.76,74.88,81.77,59.08,58.31,81.69,85.50,69.09,51.10,45.26,67.68,75.67,62.89,56.12,60.43,35.74,35.74,36.64,44.24,89.33,75.57,50.55,72.06,63.39,81.59,69.30,91.20,53.59,52.14,53.73,80.83,56.13,65.92,69.11,56.36,59.03,88.16,40.91,37.74,55.32,55.06,56.69,54.69,86.40,42.03,45.93,60.07,84.21,87.54,76.39,74.67,38.00,63.12,55.92,.00
TAI_LUNGCHOW{TK.KAM-TAI|Ta,83.44,86.24,89.34,92.92,91.16,94.23,80.42,94.54,92.84,95.29,91.87,94.45,103.15,96.19,90.64,98.57,90.51,83.44,94.40,92.43,98.44,96.04,96.95,93.81,93.45,88.68,91.93,97.78,92.17,98.11,37.49,57.35,59.46,90.30,76.00,85.64,59.98,59.56,64.47,56.03,57.64,60.93,72.61,82.46,56.27,58.59,82.38,85.85,64.46,50.89,42.74,69.95,77.41,64.01,54.41,55.84,34.89,34.89,26.48,43.23,90.31,72.28,51.81,71.90,61.57,84.96,67.28,89.95,54.21,50.82,50.35,80.59,57.80,70.78,70.82,58.42,60.85,87.15,37.06,37.09,54.25,54.02,58.11,60.32,85.95,39.19,40.60,54.07,83.46,85.78,76.16,74.44,33.44,57.28,51.41,21.71,.00
TAI_LUNGMING{TK.KAM-TAI|Ta,86.67,87.50,90.86,91.07,90.23,91.46,83.12,92.26,96.00,92.99,95.51,96.85,101.91,100.16,87.74,99.34,92.54,82.85,93.64,91.07,96.75,97.42,96.56,94.85,95.20,90.33,94.00,97.29,93.45,95.17,46.31,59.71,62.85,89.91,77.08,83.71,50.47,59.05,65.96,63.01,64.10,65.49,74.13,82.63,64.96,59.50,82.59,85.38,69.93,55.95,50.26,68.57,79.77,57.84,63.86,63.09,46.30,46.30,45.26,26.66,88.49,76.89,56.90,72.44,63.38,83.09,70.01,92.51,53.69,52.91,54.26,83.91,48.29,59.26,72.47,61.47,63.40,86.53,42.42,39.91,57.76,57.11,59.55,52.57,86.04,49.86,51.97,63.82,84.21,84.81,74.25,74.01,44.79,62.09,57.77,28.14,32.01,.00
TAI_NING_MING{TK.KAM-TAI|T,86.79,85.96,88.51,91.53,88.12,92.96,85.41,90.93,90.96,93.52,95.64,98.21,102.59,98.10,88.33,97.51,93.49,80.08,92.90,89.68,97.32,93.79,100.06,91.78,95.19,89.79,97.67,96.50,95.57,98.18,46.51,64.84,64.92,86.78,79.89,85.57,55.55,57.80,65.11,59.39,60.43,63.92,74.90,83.89,66.14,58.40,81.51,87.90,72.16,55.72,47.70,66.13,80.50,62.35,63.52,56.92,43.04,43.04,46.09,47.73,87.86,80.50,55.62,73.79,66.29,82.32,70.55,90.52,47.52,57.83,56.20,87.66,55.58,62.79,71.03,58.72,60.62,86.92,45.40,48.86,60.24,61.16,56.21,49.71,87.57,47.36,52.83,66.93,82.15,88.65,76.96,75.21,44.27,66.48,62.97,31.94,34.33,34.12,.00
TAI_NONG_KHAI{TK.KAM-TAI|T,85.57,86.21,87.72,89.92,86.22,94.63,83.75,88.48,89.71,93.19,91.96,97.24,97.16,95.40,89.83,94.36,95.15,84.94,95.81,88.70,96.83,97.22,97.42,92.88,95.01,86.79,93.22,95.10,93.04,94.26,19.94,56.44,60.05,89.18,76.80,84.78,57.65,61.50,65.36,53.68,56.38,54.84,68.51,82.10,42.72,61.10,83.14,84.98,56.02,32.21,28.66,69.96,75.46,60.24,64.41,48.19,25.02,25.02,40.97,47.98,92.31,71.42,51.85,67.76,62.83,85.05,63.27,94.97,60.94,45.40,56.25,79.43,55.39,68.38,61.72,47.87,55.32,88.52,32.53,32.12,49.66,46.01,60.23,60.14,86.98,17.73,27.56,46.11,81.26,86.26,74.34,73.52,14.52,49.83,47.80,39.32,38.00,47.83,45.24,.00
TAI_PING_SIANG{TK.KAM-TAI|,84.98,87.22,90.25,91.82,89.85,95.22,82.05,93.13,91.92,93.29,93.47,95.33,103.10,97.08,89.02,98.48,89.54,82.91,94.86,90.82,98.19,96.32,96.76,94.76,93.91,90.16,93.31,97.17,91.48,97.76,36.36,57.93,60.24,90.44,75.39,84.19,56.90,57.10,64.13,53.72,56.38,61.68,73.52,83.96,59.02,57.28,80.82,85.20,66.29,49.44,44.81,67.84,76.75,63.15,52.66,55.76,32.37,32.37,29.72,41.67,89.22,73.48,49.59,71.17,62.27,84.10,68.19,91.79,49.64,49.29,50.32,82.82,54.93,67.70,68.57,54.36,59.48,89.19,39.85,33.70,50.20,52.89,56.26,57.09,86.90,39.00,44.59,58.28,83.95,88.61,75.76,74.09,34.59,58.29,53.03,15.75,13.46,26.99,30.96,36.29,.00
