2,SYNONYMS,,AT,LEAST,28,WORDS,,DATE,>,1700
LOANWORDS,EXCLUDED

LDND,NORTH,PARJI,BRAHU,KURUK,KURUX,KUMAR,SAURI,ADILA,NORTH,NORTH,SOUTH,SOUTH,SOUTH,WESTE,SOUTH,ABUJH,DORLI,HILL_,KUI{D,KUVI{,MANDA,PENGO,TELUG,TELUG,BADAG,BETTA,KURUM,RAVUL,KANNA,TODA{,IRULA,MALAY,PALIY,ULLAT,TAMIL,KORAG,TULU{

NORTHWESTERN_KOLAMI{Dra.CE,.00
PARJI{Dra.CENTRAL_DRAVIDIA,43.07,.00
BRAHUI{Dra.NORTHERN_DRAVID,92.26,89.26,.00
KURUKH{Dra.NORTHERN_DRAVID,66.19,73.06,90.11,.00
KURUX_NEPALI{Dra.NORTHERN_,78.72,84.61,92.42,47.05,.00
KUMARBHAG_PAHARIA{Dra.NORT,68.74,71.87,87.65,43.64,57.93,.00
SAURIA_PAHARIA{Dra.NORTHER,70.83,72.38,91.17,45.87,58.27,31.08,.00
ADILABAD_GONDI{Dra.SOUTH-C,62.65,67.68,90.45,79.54,83.57,79.03,82.66,.00
NORTH_BASTAR_GONDI{Dra.SOU,66.71,72.09,90.04,79.96,83.64,80.67,84.71,25.25,.00
NORTHERN_GONDI{Dra.SOUTH-C,68.57,72.51,89.45,82.98,84.10,81.85,86.80,19.35,27.12,.00
SOUTH_EASTERN_GONDI{Dra.SO,66.12,69.18,93.66,83.75,89.75,85.91,84.97,34.01,42.81,40.45,.00
SOUTHERN_GONDI{Dra.SOUTH-C,65.85,69.91,93.49,82.44,85.27,82.45,83.77,29.11,40.40,43.37,55.18,.00
SOUTHERN_GONDI_2{Dra.SOUTH,64.31,69.02,88.04,80.30,83.47,80.46,83.65,14.42,23.09,21.77,29.75,35.74,.00
WESTERN_GONDI{Dra.SOUTH-CE,66.75,71.13,89.90,83.16,84.96,82.02,86.49,18.39,27.33,12.32,39.03,43.98,19.71,.00
SOUTH_BASTAR_GONDI{Dra.SOU,61.93,66.91,93.36,81.65,87.01,81.40,84.03,29.50,32.09,37.81,23.11,50.03,30.62,35.50,.00
ABUJHMARIA{Dra.SOUTH-CENTR,61.13,64.30,87.91,76.57,81.61,78.09,83.10,32.51,34.27,36.87,35.17,51.53,30.91,33.27,31.55,.00
DORLI_GONDI{Dra.SOUTH-CENT,63.41,71.33,93.87,81.94,89.28,85.61,88.97,33.44,40.93,38.69,18.52,51.39,29.01,36.87,21.11,32.86,.00
